time,mag,mag_err
2458166.8848655,12.946709610844689,0.01032246088895686
2458170.8979952,12.965592526249734,0.008751023490740159
2458171.8433683,12.978366301921696,0.007920229058664513
2458173.8796006,12.951949471330904,0.00656985139787736
2458174.8370156,12.92899888169152,0.006319120848658686
2458231.890641,13.425568946759913,0.0052708478479023884
2458252.8161551,13.382925647213552,0.0075905822971170465
2458252.8336135,13.403550247651436,0.004955562902251753
2458262.7960863,13.431627007879108,0.009486848590142953
2458263.7747711,13.437489581572086,0.009119144669859367
2458264.7640022,13.4990168922331,0.02917555602619472
2458264.7899388,13.534657561375772,0.012973330662043397
2458282.4567149,13.414094112578853,0.002510314649214603
2458282.7279588,13.387457634456252,0.0035988232634854346
2458282.7758942,13.449003924489851,0.006148664340952681
2458282.8194354,13.409517153474312,0.0044017982936588864
2458282.860545,13.473379349270218,0.005734822640367082
2458283.5026334,13.400780450225158,0.0033590873346034675
2458283.6685847,13.390438133200654,0.0033833179959981145
2458283.8347463,13.385859736683193,0.005445810847601896
2458283.8570314,13.363888161379416,0.004735645776883033
2458284.8273936,13.354679933875051,0.005463311403824455
2458284.849616,13.370780206687954,0.004424019770931734
2458285.8349423,13.41653797415236,0.0038760138506794216
2458286.6439602,13.42517247612344,0.00349810751921402
2458286.6550938,13.373472035782958,0.00551866830558914
2458287.6442248,13.384390351367978,0.003611386692192916
2458287.692635,13.402849392206926,0.003392796492063235
2458287.8248577,13.38242539147396,0.004548391988709304
2458288.6972036,13.369028211543581,0.004168091235575133
2458288.8085725,13.468493360088495,0.004314510347202807
2458289.5368419,13.38960802307657,0.003606683972839348
2458289.7130419,13.379620962227857,0.003974363345961254
2458290.5702602,13.414575798060744,0.0043364872301591495
2458291.7574387,13.437523666455608,0.009495620188103215
2458291.7924973,13.386868141802202,0.008335486334833572
2458292.5741248,13.429173523854804,0.010622357591664374
2458292.592785,13.42154743124387,0.014478970206531412
2458298.5865943,13.474018221362575,0.008455302722941838
2458299.649599,13.490805462741701,0.01458985417376064
2458300.5673172,13.491122755874255,0.011072384581230143
2458300.6511263,13.50063531516912,0.009724648899263506
2458301.5622041,13.513378474876877,0.005841863882957483
2458301.6247672,13.469809337242468,0.006326469905319962
2458303.5734725,13.512780281579657,0.006971359552660028
2458304.773563,13.439396163788867,0.006733832270177989
2458305.5692908,13.472579599962112,0.005076519808358734
2458305.6292321,13.530290293377082,0.006110777234328754
2458306.5994985,13.482905716075466,0.004538793314295608
2458309.766282,13.475846498446957,0.004409782483617462
2458310.5897801,13.518612189351897,0.005659608541500851
2458311.7535949,13.52286858978413,0.005445317593323432
2458316.5995005,13.51804662170791,0.007056679950028954
2458316.7371716,13.472786012435535,0.0066558040162676985
2458316.7669525,13.476780413414932,0.005863061944736263
2458319.725102,13.444587183837804,0.008215686664101354
2458319.762132,13.546146079511667,0.008488310173619923
2458328.532112,13.491365313319985,0.00805771706624479
2458328.5544912,13.516425261276254,0.007476548675653619
2458328.7054922,13.461213051930756,0.016154099270747634
2458329.5178874,13.499760713843328,0.007314806145016732
2458329.5253482,13.483521259084288,0.011401502001082746
2458329.6939934,13.450521217786886,0.01338489554571488
2458330.5401611,13.477226300354062,0.005837972356469167
2458334.5341477,13.499988888465001,0.005535845916059532
2458335.5085974,13.484791815998907,0.005998444487372821
2458335.5383113,13.47149802107767,0.005529671033961252
2458335.6751413,13.46087526608122,0.006182960774846838
2458335.7086522,13.55328723306929,0.005330061142760414
2458337.6776578,13.445804081048374,0.005107552925300217
2458337.7035978,13.560427546495468,0.005520614291372262
2458338.6813889,13.471934899406119,0.004890247753479983
2458339.4876683,13.485184112969504,0.004454725815038526
2458339.5285463,13.517463940465309,0.00664999517547627
2458339.6794188,13.432361507968613,0.00604901409843073
2458339.7082825,13.449514908078463,0.005878869256701376
2458342.4924366,13.51900212926936,0.005652818051298717
2458343.5153112,13.524207851522386,0.006561525973315255
2458344.5043377,13.551066707257375,0.006164540783923279
2458345.4860763,13.501447347454699,0.005505380828823307
2458345.6566693,13.45519661215086,0.007564001323292273
2458346.6716828,13.451768312908843,0.00796511365119744
2458355.4821909,13.474322160700961,0.008056983869753126
2458356.5343963,13.471150954260933,0.008553656963251959
2458358.6356567,13.510835522412584,0.008487900402689872
2458360.5024917,13.474936931316705,0.004359757840366603
2458361.6486233,13.52171035242006,0.008681230219348733
2458363.6039552,13.455248956114218,0.005291730161833525
2458365.6221981,13.669914899220279,0.03330618558455121
2458365.6234211,13.843089374526471,0.0324102743986596
2458366.620509,13.471164251364291,0.006781756815149733
2458370.635805,13.594791378677332,0.007182788442036016
2458372.603736,13.526946744470344,0.007200539021063875
2458375.5973274,13.570930004761085,0.008703444803150624
2458383.5631759,13.546577811405939,0.010714532099010384
2458385.5523339,13.544020258458215,0.012691483264504913
2458386.5663364,13.42346667760895,0.012915602997862609
2458390.5190965,13.396199655532863,0.005673932733067139
2458393.508744,13.370018533499676,0.004120807258985114
2458393.5473852,13.38472684825659,0.003905927385684545
2458394.5053988,13.411529888419452,0.003776154832161506
2458394.5441029,13.377610071593633,0.004813725730298427
2458395.5403609,13.372462294639934,0.01721161459255325
2458396.5037767,13.431193528713097,0.005983254360108953
2458396.5387086,13.421786490003534,0.013699546207428541
2458397.4991464,13.454040310033552,0.0044958294631241525
2458397.53056,13.431112272331555,0.004766405850539566
2458398.4995205,13.43685660733437,0.004993410506958119
2458398.5306602,13.415427544747198,0.003922862429417505
2458401.5228995,13.443048025888498,0.008679378280600511
2458408.5006019,13.492499015954401,0.008061204094111894
2458409.4919848,13.497801312047734,0.02552906321949765
2458410.4939707,13.523265253890829,0.008883890841015037
2458411.493189,13.542017252477805,0.028143430507639833
2458508.8798626,13.507022379722622,0.027170491188557203
2458509.8802071,13.45467084161319,0.022763167415013663
2458511.8783212,13.476965584662626,0.014571324511462308
2458516.8730752,13.459813740979683,0.006488487436400964
2458517.8608124,13.4561484746785,0.00556723367462763
2458517.8829202,13.515640964353494,0.010111618851000594
2458518.8784968,13.380296847224606,0.004274213917923901
2458519.8752095,13.385206832049303,0.004083043447677509
2458520.8738644,13.39379767115879,0.005473788687438212
2458522.8697783,13.327588417427377,0.005633806822433893
2458523.8649795,13.341476924410776,0.004928638724875951
2458524.8605528,13.35557753973353,0.004034344397884337
2458525.8598381,13.333193834327053,0.0050320912979218025
2458526.8553034,13.35151780479922,0.0048725100833244776
2458527.8495124,13.37550218415224,0.006436172421678405
2458527.8546632,13.334837258716362,0.004243442332981366
2458528.8488215,13.307895536229106,0.008893719649679927
2458529.8717569,13.380719447163862,0.005337978798211543
2458529.8865143,13.30844578473088,0.00512296275191554
2458530.8589894,13.357478936471807,0.00433780540913578
2458530.8806833,13.36299697072568,0.004722943760968672
2458532.8408921,13.321344179564608,0.011160661745835814
2458532.8595771,13.30214891347148,0.007403653771279882
2458533.8373223,13.35510623039581,0.009438184425036758
2458534.8317477,13.331031492737768,0.010374486106716135
2458534.8540185,13.390418861553442,0.012366770452672409
2458538.8671782,13.3972267339597,0.006877017975020851
2458539.8702038,13.395683310798193,0.005360493835740601
2458544.0103932,13.43379192394215,0.0063100096477711354
2458546.8608656,13.4525665025632,0.005120652129125414
2458547.8745502,13.447688555961154,0.009009077963820897
2458547.884424,13.425211797149355,0.004971536419763037
2458548.8748053,13.448547110156174,0.007811116675155048
2458549.7920527,13.42735005673952,0.0059348828551817
2458549.8127589,13.428470842665183,0.004128753011665798
2458550.8050431,13.433733435533847,0.00418308908157342
2458550.8119659,13.41754257700428,0.004789665690258914
2458552.7983491,13.414074581342758,0.0052764856383800225
2458552.8057311,13.455053547100844,0.00558047194596138
2458553.7986439,13.408622128013052,0.004589609942538181
2458553.8024922,13.420116867272867,0.004091083087999265
2458554.7785219,13.385494764200192,0.004342626760465594
2458554.8018146,13.424721102598268,0.004733288793904317
2458555.7733584,13.411723371037954,0.004804508710936872
2458555.7970666,13.414095812714304,0.0037464014072418174
2458556.7838299,13.415338685653381,0.00493916772689593
2458556.7950722,13.403384463391593,0.00434214214596112
2458557.7717103,13.412315391764997,0.004676466013862083
2458557.7953638,13.40391671805106,0.003503195596164511
2458558.8013312,13.407770258131622,0.004423297477926021
2458558.8236168,13.455940152115158,0.005174961174198707
2458561.8155073,13.437192196665816,0.007198647579196178
2458561.8210539,13.40691909399972,0.007781852213752294
2458562.7572819,13.392519543609197,0.0054161542006332195
2458563.8230119,13.392658610248676,0.009015854010677286
2458564.7516737,13.445106413558111,0.011445186473501769
