time,mag,mag_err
2457437.6561532,14.279882158655914,0.024596455055214777
2457437.6719493,13.950613876727733,0.009869554779497898
2457439.6298965,13.93028376994538,0.011424588581552025
2457446.5962586,14.135171540859107,0.01311015695292998
2457447.8008239,14.109800851021577,0.015380776540477762
2457447.8188514,13.86229072448227,0.00782198212622182
2457448.6263979,14.178025532589572,0.012850810804102879
2457451.7403359,13.827178218961187,0.0070404224670678
2457453.8039239,14.044488844071623,0.012344458917978763
2457456.5413194,14.046554251172134,0.01289445702067985
2457457.6359681,13.798183069110062,0.0077934844778893555
2457461.7509045,14.00369499857596,0.013884202281353949
2457461.840908,13.754887742238274,0.008490218126440298
2457464.5874428,13.728759229092713,0.011542213324177838
2457465.7703917,13.757031368016976,0.009479613485664678
2457466.7678825,13.735201665903134,0.011025205101692193
2457468.6682523,13.73765903012101,0.010699901388911663
2457470.6902401,13.747850774172083,0.012973053849015188
2457475.5565293,13.76254712371264,0.00898020420841946
2457476.7686233,13.961871740104922,0.01640754527918068
2457477.5952473,13.982717863615255,0.014116215153568373
2457481.6155923,14.018587686864256,0.013816036773261407
2457481.7602693,13.7722756109854,0.008508828813728483
2457486.6116679,14.080597195523257,0.012937312708573704
2457486.6949563,13.81633961954593,0.007633764137427435
2457522.6596836,14.030999422230364,0.04192750043974931
2457526.6203019,14.269679454569037,0.042764478404731646
2457526.6242435,14.028391677236687,0.019766063592786758
2457529.5360054,14.323651866943523,0.02727717692782317
2457530.4724141,14.291753358933917,0.023666093412071924
2457534.6548239,13.995744964944585,0.009614547178741101
2457546.5691357,14.174249602186732,0.013403394297383428
2457548.5292233,14.165436863973255,0.01174683056737253
2457555.5249078,13.93991649827921,0.01028318041344187
2457558.5372241,14.08516771963501,0.022800122882700325
2457559.5194715,14.113227107958101,0.0332937515662172
2457559.5937436,13.907495645435862,0.012873111191879451
2457560.4668577,13.917700985541167,0.009107381066517923
2457560.5456515,14.143618054710124,0.027001023341821802
2457562.5221029,14.148713988450705,0.013101142681954057
2457567.5190494,14.184072746343821,0.013882274927155224
2457567.5781865,13.936415524416159,0.006483784414892895
2457569.5177706,14.147654580047442,0.013009842978275262
2457569.5572855,13.92697781542742,0.006333775843551314
