source_id,ra,dec,l,b,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe,ag_gspphot,abs_mag_g,parallax_over_error
5902504083831919616,228.4788053008305,-48.68193563603246,325.767261177974,7.770001562030666,2.2537432137251168,0.13056925,17.855497,2.2698174,1.0528259,0.3814,9.23861916011392,17.260903418876318
5902516315899188224,228.065203058484,-48.532401148429074,325.6101358235633,8.040058627399338,1.888381902996458,0.02504538,14.751689,1.2008753,1.1413872,0.0921,6.040038148940026,75.39841292072462
5902519992391227264,228.12393934000465,-48.434004190698,325.6952964791104,8.103999039766032,0.4116455245064079,0.018777125,14.12245,1.7159615,1.00227,1.027,1.168066990177793,21.92271311536819
5902560296359891840,229.94417135975928,-49.11957265060589,326.355025430488,6.887082217104931,0.3206441561409303,0.054916065,11.933495,4.3526793,1.1667447,,-0.5363883542658243,5.838804294170209
5902563869772755712,229.95777205442644,-49.04005369091683,326.40588408726467,6.949159201000232,2.1127362397690117,0.06902966,16.871334,1.9613266,1.0222512,0.7128,7.7827604091543225,30.606209559325826
5902569504770462720,230.45457538438924,-49.07817651582759,326.6601738700924,6.740142687866148,0.742224684257449,0.019965053,12.971803,0.5791321,1.1463832,1.0802,1.244279968189232,37.17619403552042
5902589880096046592,230.1358933072985,-48.85627742113481,326.6052778980464,7.040206443107183,0.6264239814867851,0.063089535,9.94955,4.4847393,1.0677694,,-1.0661081223430298,9.929126621186622
5902599432103646720,230.3486875010217,-48.60224456252736,326.8633179325719,7.176842079562778,2.157860514610658,0.018156582,13.502093,0.9890356,0.99464834,0.268,4.904209841000573,118.84728714967706
5902602009084529152,229.45307545821456,-49.23402195571691,326.0203473276591,6.963144454223648,0.3923953153733139,0.078192525,11.699427,4.525407,1.206757,1.8309,-2.162853930513249,5.018322600188623
5902623788850084736,229.12444559902508,-48.94363349916164,325.9926569106288,7.32354400219072,1.3347845515583832,0.2609938,18.812515,1.7592697,1.0655559,0.3145,9.125070858014714,5.114238543438132
5902641832014240896,229.73013618730232,-48.69986968554176,326.4638296246791,7.316362974445531,0.3628699224249183,0.05899811,16.317245,1.2059879,1.0877293,0.6609,3.4550998593792546,6.150534693821858
5902653205096866048,230.0243080917234,-48.38495834618831,326.80066909534213,7.4761127229815,1.71979228020794,0.029098192,14.93093,1.2458429,0.99960715,0.2034,5.904909975795837,59.103063180280756
5902653754853122176,229.64540722909652,-48.67739674870521,326.42847437761736,7.365394036615388,0.8666876200462695,0.07145724,16.822613,1.428154,1.0613363,0.5269,5.985025965258484,12.12875868206314
5902670861679399936,229.81922509513493,-48.17163993687975,326.80133430587824,7.729356607678318,2.6614962915959377,0.1390301,18.059366,2.4507217,1.006141,0.5235,9.661495326918201,19.143309913435566
