gaia_source_id,gaia_ra,gaia_dec,gaia_l,gaia_b,gaia_parallax,gaia_parallax_error,gaia_phot_g_mean_mag,gaia_bp_rp,gaia_ruwe,gaia_ag_gspphot,gaia_abs_mag_g,gaia_parallax_over_error,asassn_asassn_id,asassn_ra,asassn_dec,asassn_asassn_mag,asassn_amplitude_asassn,asassn_period_asassn,asassn_class,asassn_Prob,asassn_HJD,asassn_Plx,asassn_e_Plx,asassn_pmRA,asassn_e_pmRA,asassn_pmDE,asassn_e_pmDE,asassn_Vt,asassn_Dist,asassn_WISEA,asassn_J-K,asassn_W1-W2,asassn_APASS,asassn_B-V,asassn_E(B-V),asassn_Ref,asassn_GaiaDR3,asassn_GALEX,asassn_TIC,asassn_pm,asassn_URL,asassn_2M,separation_arcsec,position_match_ok,gaia_asassn_mag_delta,magnitude_match_ok,color_match_ok,crossmatch_quality_ok
5937082247111854848,251.61386067502823,-51.54105945499765,335.14337882544373,-4.010476591472609,0.3721705540060401,0.037119865,10.655378,3.3843927,1.0782588,,-1.4909119553086025,10.02618285400661,J164627.33-513227.8,251.61386,-51.54106,12.35,0.27,,L,0.996,2458377.50578,0.3722,0.0371,-3.143,0.038,-6.667,0.029,15.26986,2287.98169,J164627.33-513227.7,1.428,0.021,,,0.749,IX,5937082247111854848,,48708721,7.371,URL,2M,0.0024766588757064215,True,1.694621999999999,True,True,True
5902647428334535936,230.1984313152491,-48.55624968622912,326.8045788074056,7.269586569169253,0.179660639294528,0.030921701,12.494673,3.1032715,1.2051563,,-1.2330622964132942,5.810179695306154,J152047.62-483322.5,230.19843,-48.55625,13.9,0.15,32.619,SR,0.997,2457796.79710,0.1797,0.0309,-3.157,0.032,-1.379,0.031,3.08918,5286.02588,J152047.62-483322.4,1.299,-0.163,,,0.345,IX,5902647428334535936,,135633154,3.445,URL,2M,0.003331307712318128,True,1.4053269999999998,True,True,True
5902322831887097728,227.12314072800345,-49.88858905013796,324.37663527138045,7.189686483191212,0.5467165624493948,0.074556194,11.741091,4.913315,1.1633297,,0.4299021539046901,7.332946239844201,J150829.55-495318.9,227.12314,-49.88859,14.92,0.41,579.16,SR,0.997,2458182.72269,0.5467,0.0746,-7.259,0.084,-5.186,0.075,19.25285,2196.37329,J150829.59-495318.9,1.535,0.089,,,0.372,IX,5902322831887097728,,121857799,8.921,URL,2M,0.0038136760045340587,True,3.178908999999999,False,True,False
6027716463677835520,253.48537083960608,-31.700110888927824,351.3452268695138,7.574325478499262,0.2229035644672113,0.04369928,11.948243,3.9297028,0.8591275,,-1.3111719331469622,5.10085210711049,J165356.49-314200.4,253.48537,-31.70011,14.26,0.41,,L,0.995,2458342.67997,0.2229,0.0437,-1.265,0.049,-6.204,0.034,8.01274,3745.54175,J165356.48-314200.3,1.362,-0.090,,,0.379,IX,6027716463677835520,,34166477,6.331,URL,2M,0.0041053923027649505,True,2.311757,False,True,False
5542502467681492480,128.83087188058718,-35.33018978391668,255.6646484180727,3.111406799468364,0.2551492826288354,0.020009862,12.226301,2.8756332,1.2588538,,-0.7397272419061771,12.751176526296653,J083519.41-351948.7,128.83087,-35.33019,13.27,0.09,23.892,SR,0.993,2458228.64862,0.2551,0.0200,-2.726,0.019,2.016,0.019,4.05430,3963.90576,J083519.40-351948.7,1.354,-0.221,,,0.459,IX,5542502467681492480,,461798342,3.390,URL,2M,0.00557779304496541,True,1.0436990000000002,True,True,True
5937104477864563840,251.02469921235087,-51.28614213236704,335.0983181175003,-3.565523188050722,0.3002572475573495,0.058550056,13.048143,4.648446,1.0262108,,0.4356104956316038,5.128214523951087,J164405.93-511710.1,251.0247,-51.28614,15.45,0.29,342.84,SR,1.000,2457904.55962,0.3003,0.0586,-5.287,0.060,-7.823,0.047,14.27014,3136.28101,J164405.93-511710.0,1.609,-0.120,,,0.952,IX,5937104477864563840,,43122683,9.442,URL,2M,0.00787870845906016,True,2.4018569999999997,False,True,False
6030107179908899200,255.64204241159837,-28.390669423394208,355.1405288025611,8.122104100884103,0.4409944324423648,0.05891877,11.28969,3.5137768,1.3330635,,-0.48814446734132844,7.4847868080471605,J170234.09-282326.4,255.64204,-28.39067,12.83,0.21,33.085,SR,0.996,2457868.91868,0.4410,0.0589,2.132,0.069,-0.542,0.044,4.61267,2260.54126,J170234.09-282326.5,1.323,-0.059,,,0.343,IX,6030107179908899200,,20129822,2.200,URL,2M,0.007914623430859585,True,1.5403099999999998,True,True,True
423159251960945024,0.0939034318963239,59.099808483993634,116.40656639447263,-3.123483344869669,0.1142203713977657,0.021645911,13.601073,3.7339344,1.1389215,3.2041,-4.3143091601077685,5.2767643458279805,J000022.54+590559.3,0.0939,59.09981,15.28,0.28,264.92,SR,1.000,2457241.99914,0.1142,0.0216,-1.534,0.021,-0.419,0.021,1.31005,5753.60596,J000022.53+590559.3,1.601,-0.195,,,0.837,IX,423159251960945024,,346455740,1.590,URL,2M,0.00836907888972852,True,1.6789269999999998,True,True,True
424416131191842048,12.758626274230556,58.12337128120189,122.87847655206208,-4.748336856984111,0.8216506231262435,0.026500884,15.309223,1.1750851,1.0072163,0.0173,4.865358944737097,31.0046496232444,J005102.07+580724.1,12.75863,58.12337,15.31,0.39,0.31574,EW,1.000,2457974.97047,0.8217,0.0265,0.084,0.021,-1.101,0.026,4.48647,1166.59814,J005102.01+580724.1,0.567,-0.054,,,0.411,IX,424416131191842048,,445286995,1.104,URL,2M,0.008452511359893684,True,0.0007770000000011379,True,True,True
423311259446113536,0.5700153403570616,59.96874949419456,116.81180821467898,-2.3175845023406274,0.3244229207889305,0.027308919,11.427564,3.7144327,0.89804906,,-1.0168783502868024,11.879742321141693,J000216.80+595807.5,0.57002,59.96875,12.51,1.39,390.01,SR,1.000,2457317.87940,0.3244,0.0273,-5.820,0.026,-1.266,0.030,9.81626,2876.03613,J000216.83+595807.4,2.275,0.590,,,1.094,IX,423311259446113536,,418409011,5.956,URL,2M,0.008590482747746231,True,1.0824359999999995,True,True,True
6027729417300729600,253.73618786461088,-31.31022824067664,351.7874686376059,7.649101510666966,0.1807624233789758,0.033097353,12.627054,3.302557,0.94245154,,-1.0874052248137769,5.461537162170515,J165456.69-311836.8,253.73619,-31.31023,14.16,0.52,78.788,SR,1.000,2458171.81507,0.1808,0.0331,-5.309,0.043,-4.578,0.027,6.46593,5139.02539,J165456.68-311836.8,1.374,0.060,,,0.342,IX,6027729417300729600,,34770501,7.010,URL,2M,0.00912418462414755,True,1.5329460000000008,True,True,True
6030075259712472704,255.58670090588112,-28.878432461903262,354.71747870535927,7.86761810922289,0.183499567593127,0.035471134,12.586478,3.5625029,0.83000016,,-1.0953467740115066,5.173208378202033,J170220.81-285242.3,255.5867,-28.87843,13.98,0.21,32.169,SR,0.996,2458198.86690,0.1835,0.0355,-2.974,0.037,-0.805,0.026,2.85133,5121.83789,J170220.81-285242.3,1.324,-0.147,,,0.286,IX,6030075259712472704,,19650755,3.081,URL,2M,0.009311540339681776,True,1.3935220000000008,True,True,True
5902560296359891840,229.94417135975928,-49.11957265060589,326.355025430488,6.887082217104931,0.3206441561409303,0.054916065,11.933495,4.3526793,1.1667447,,-0.5363883542658243,5.838804294170209,J151946.60-490710.5,229.94417,-49.11957,13.33,0.2,581.02,SR,0.993,2458175.74571,0.3206,0.0549,-6.482,0.056,-2.387,0.054,10.79400,3033.32837,J151946.61-490710.3,1.462,0.035,,,0.481,IX,5902560296359891840,,134024836,6.908,URL,2M,0.01006565573653668,True,1.3965049999999994,True,True,True
424345174030805248,13.797296781953696,57.83764770824023,123.43305308864392,-5.030452164369781,0.1138776914925506,0.013464655,13.527571,2.7996807,1.1155574,1.0035,-2.1937357268653406,8.457527615267573,J005511.35+575015.5,13.7973,57.83765,14.16,0.14,,L,0.992,2457319.82846,0.1139,0.0135,-1.321,0.010,-0.014,0.013,1.07740,5812.03613,J005511.34+575015.5,1.322,-0.109,,,0.375,IX,424345174030805248,,312760143,1.321,URL,2M,0.010300428220809628,True,0.6324290000000001,True,True,True
5542674811821982080,128.10264326065496,-35.39027127004977,255.35905563058628,2.598414371258378,0.2498388808963607,0.019513378,12.9508705,2.8794107,1.1531382,,-0.06082937054682347,12.803466467792541,J083224.63-352325.0,128.10264,-35.39027,13.5,0.09,123.75,SR,0.994,2457823.61526,0.2498,0.0195,-1.923,0.018,2.922,0.019,4.12850,4016.11182,J083224.62-352324.9,1.445,-0.178,,,0.613,IX,5542674811821982080,,393699545,3.498,URL,2M,0.010605590525012256,True,0.5491294999999994,True,True,True
5901315202517221632,224.0063552317702,-50.36915963154816,322.3794652522021,7.738439896958172,0.3242459773496265,0.06276144,12.070044,4.4023,1.0096648,1.3989,-1.7744830157058675,5.166324694742927,J145601.53-502209.0,224.00636,-50.36916,14.08,0.46,,L,0.990,2458366.55114,0.3242,0.0628,-2.121,0.064,-0.764,0.055,3.43616,3109.83130,J145601.52-502209.0,1.406,0.074,,,0.434,IX,5901315202517221632,,309326165,2.255,URL,2M,0.011028953978643155,True,2.0099560000000007,False,True,False
4071611885458652032,280.05583129179405,-28.78098286310583,5.828244135297437,-10.450419150927118,0.2602658118018798,0.023629475,12.037911,2.7641478,0.9129493,,-0.8850033826758334,11.014455962389338,J184013.40-284651.5,280.05583,-28.78098,13.4,0.39,341.04,SR,1.000,2457576.73235,0.2603,0.0236,-8.176,0.026,-4.216,0.021,11.52003,3784.99512,J184013.40-284651.4,1.243,-0.047,,,0.193,IX,4071611885458652032,,153237576,9.199,URL,2M,0.01108384060572956,True,1.362089000000001,True,True,True
4317989527641688832,294.39824262605947,14.16114808027204,50.79521475975815,-3.5005853360853507,0.1640075373275078,0.025035609,12.586778,3.1089907,1.1228052,1.7112,-3.0501029626723284,6.550970552683891,J193735.58+140940.1,294.39824,14.16115,13.96,0.14,42.815,SR,0.999,2457600.97517,0.1640,0.0250,-2.533,0.022,-6.405,0.021,6.01216,5430.26465,J193735.57+140940.1,1.355,-0.104,,,0.750,IX,4317989527641688832,,95651547,6.887,URL,2M,0.011479870027894402,True,1.3732220000000002,True,True,True
5902598607469854592,230.3206351566931,-48.674110120989816,326.80813583246265,7.126737941095817,0.4393678604663059,0.023230512,14.135013,1.2298384,0.994098,0.9115,1.4376544266385152,18.913395471710047,J152116.95-484026.8,230.32064,-48.67411,14.23,0.35,5.0962,EA,0.999,2458143.82449,0.4394,0.0232,-5.781,0.027,-5.329,0.021,17.82046,2091.30615,J152116.95-484026.6,0.603,-0.068,,,0.374,IX,5902598607469854592,,135641854,7.863,URL,2M,0.011521879832700263,True,0.09498699999999971,True,True,True
5542681821209011584,128.1157841843862,-35.19091015443032,255.20459010316264,2.725109950580493,0.3089419782701789,0.023516607,15.283063,0.95693207,1.0599263,0.7363,1.9961476158428901,13.137183364512529,J083227.79-351127.3,128.11578,-35.19091,15.53,0.61,2.3687,EA,1.000,2458069.78058,0.3089,0.0235,-3.622,0.021,3.989,0.027,8.81817,2896.21582,J083227.77-351127.2,0.340,0.083,,,0.546,IX,5542681821209011584,,393767550,5.388,URL,2M,0.012323223757845647,True,0.24693699999999907,True,True,True
5238502204262059264,167.0727238113526,-66.24173236095848,292.792200514918,-5.421894974276329,0.2010783214208853,0.032045085,12.246741,3.7316513,1.0982445,1.7817,-3.018132744350548,6.274856859355664,J110817.46-661430.2,167.07273,-66.24173,14.22,0.2,101.68,SR,0.999,2458324.49559,0.2011,0.0320,-5.108,0.038,2.643,0.036,5.36205,5084.07178,J110817.47-661430.2,1.502,-0.140,,,0.649,IX,5238502204262059264,,400791613,5.751,URL,2M,0.012361450042127051,True,1.9732590000000005,True,True,True
6027732750196601088,253.60546596983576,-31.34079047169869,351.6933464649908,7.717678258777163,0.2684894253761989,0.027383082,11.742437,2.3452263,1.1366533,,-1.1129270729357792,9.804938150358637,J165425.31-312026.8,253.60547,-31.34079,12.56,0.21,344.33,SR,1.000,2457883.74942,0.2685,0.0274,-3.415,0.035,-1.877,0.022,5.35791,3447.43213,J165425.31-312026.8,1.223,-0.066,,,0.324,IX,6027732750196601088,,34281952,3.897,URL,2M,0.012507436061288972,True,0.8175629999999998,True,True,True
5947531593241065344,267.46098730236884,-48.83398698893951,343.18001494827064,-10.819267273503035,0.2928915041741666,0.041987613,12.633257,3.503994,1.1463904,,-0.03320912800018405,6.97566456502699,J174950.64-485002.4,267.46099,-48.83399,14.09,0.21,43.711,SR,1.000,2458039.54205,0.2929,0.0420,-3.770,0.036,-4.907,0.029,8.70520,3369.38770,J174950.63-485002.3,1.278,-0.187,,,0.141,IX,5947531593241065344,,363982405,6.188,URL,2M,0.012584348048647411,True,1.4567429999999995,True,True,True
5238331715558948992,166.78294544164063,-67.16789314943765,293.05045367638775,-6.31906051864646,0.1494635520146129,0.027639123,13.210024,4.1441336,0.9268966,,-0.9172995045510071,5.407680700093591,J110707.91-671004.4,166.78295,-67.16789,15.8,0.46,288.64,SR,1.000,2457787.70225,0.1495,0.0276,-7.020,0.036,2.009,0.033,6.78097,5104.07959,J110707.91-671004.4,1.404,-0.238,,,0.396,IX,5238331715558948992,,400552608,7.302,URL,2M,0.013003713910204526,True,2.589976,False,True,False
5238561307333089408,164.84005271484523,-66.5905034864398,292.1131222879734,-6.102304384456785,0.2555390907386382,0.034467034,12.396273,3.0041323,0.9272183,,-0.5664402742508514,7.414014525840494,J105921.61-663525.8,164.84005,-66.5905,13.82,0.18,33.264,SR,1.000,2457792.64458,0.2555,0.0345,-5.890,0.042,2.644,0.038,6.92961,4416.19385,J105921.61-663525.7,1.418,-0.203,,,0.537,IX,5238561307333089408,,399775224,6.457,URL,2M,0.01313810510763064,True,1.4237269999999995,True,True,True
2053454684903455744,291.3002164308213,40.27500257698807,72.62528084965129,11.250769532374392,0.1176200412734508,0.01986552,12.811279,2.6581774,1.392382,,-1.8363143626894267,5.920813614415872,J192512.05+401630.0,291.30022,40.275,13.08,0.12,23.455,SR,0.990,2457979.80372,0.1176,0.0199,-3.271,0.022,-5.946,0.021,4.32687,7434.29004,J192512.05+401630.0,1.162,-0.167,,,0.093,IX,2053454684903455744,,137090832,6.786,URL,2M,0.013496964487739519,True,0.2687209999999993,True,True,True
5542480614887014784,128.33912056223346,-35.600624007391914,255.6429056352134,2.6286293504177216,0.3639260235446841,0.029975109,11.704762,3.4706125,1.2512478,,-0.4901724393296085,12.140940790062986,J083321.39-353602.2,128.33912,-35.60062,13.03,0.12,29.249,SR,1.000,2457816.66599,0.3639,0.0300,-2.034,0.026,3.073,0.033,6.25893,2790.84619,J083321.39-353602.2,1.336,-0.165,,,0.537,IX,5542480614887014784,,393920017,3.685,URL,2M,0.014520177317758792,True,1.3252379999999988,True,True,True
5542686223559468672,127.86044619690811,-35.27539740194971,255.14939788212897,2.5069432344731037,2.8244067288894765,0.011744781,13.573019,1.6209698,1.0598664,0.8659,4.961755187453335,240.4818556335343,J083126.51-351631.4,127.86045,-35.2754,13.66,0.09,6.857,ROT,0.999,2458181.57963,2.8244,0.0117,-6.881,0.011,10.570,0.013,170.99611,349.61530,J083126.51-351630.6,0.862,0.071,,,0.718,IX,5542686223559468672,,393550581,12.612,URL,2M,0.014574258245312133,True,0.08698099999999975,True,True,True
424111596533596032,15.524338993801049,57.667055905690496,124.36265491899344,-5.175079326917479,0.2786507865139437,0.04579224,12.64266,4.2294855,1.1503409,,-0.13203863387716908,6.085109322320632,J010205.84+574001.4,15.52434,57.66706,13.79,0.13,,L,0.991,2457703.85023,0.2787,0.0458,-0.172,0.033,-1.057,0.042,1.44810,3505.33521,J010205.83+574001.4,1.428,-0.191,,,0.460,IX,424111596533596032,,252102785,1.071,URL,2M,0.014866291307440662,True,1.1473399999999998,True,True,True
423801675989328000,13.473093164668091,56.46121825121265,123.27306957457932,-6.408905925480024,0.4808059317461343,0.01262487,12.223062,1.4757233,1.0900732,0.6493,-0.016388915210411303,38.084030310500964,J005353.54+562740.4,13.4731,56.46122,12.61,0.09,55.042,EA,0.926,2457222.04347,0.4808,0.0126,-1.754,0.009,-1.283,0.011,5.08206,2026.88696,J005353.54+562740.3,0.792,-0.042,3301908,1.122,1.852,IX,423801675989328000,,445313051,2.173,URL,2M,0.01498241678793783,True,0.3869379999999989,True,True,True
6027810059602087040,252.08360518055065,-31.746351017870676,350.5520625524922,8.472630101124963,0.2413817591489861,0.03609279,11.619349,3.3742552,1.0666362,,-1.467128759848194,6.687811032313825,J164820.07-314446.9,252.08361,-31.74635,12.65,0.22,464.85,SR,1.000,2458183.82582,0.2414,0.0361,-2.440,0.047,-5.178,0.033,7.21487,3760.59668,J164820.06-314446.8,1.403,-0.071,,,0.542,IX,6027810059602087040,,97770513,5.724,URL,2M,0.015202433647528085,True,1.0306510000000006,True,True,True
5238410365001450112,167.68583999039043,-66.82207571007727,293.2430321542323,-5.86362270750624,0.2093588011431876,0.022943245,12.588976,3.4271402,1.2451658,,-0.8065678863648778,9.125073682610616,J111044.60-664919.5,167.68584,-66.82208,14.3,0.24,54.23,SR,1.000,2458223.75708,0.2094,0.0229,-8.383,0.029,1.549,0.026,8.43520,4790.40820,J111044.61-664919.5,1.406,-0.130,,,0.471,IX,5238410365001450112,,400980692,8.525,URL,2M,0.015443727808705924,True,1.711024,True,True,True
4318097309803203840,294.4996698709645,14.859264296442012,51.453888600331496,-3.246302951207384,0.1886717961781682,0.028470531,13.693261,3.7201366,1.102802,,0.07179592001769208,6.6269152541681855,J193759.92+145133.3,294.49967,14.85926,15.69,0.39,425.48,SR,1.000,2457180.01452,0.1887,0.0285,-1.566,0.027,-5.201,0.028,6.23502,4129.25830,J193759.92+145133.3,1.582,-0.081,,,1.252,IX,4318097309803203840,,95905368,5.432,URL,2M,0.015473706722080186,True,1.9967389999999998,True,True,True
5238601198986574336,164.27828579152558,-66.79550597038437,291.99820318659323,-6.382263897518361,0.2854335994718276,0.041714262,11.647982,4.5048103,0.9344386,,-1.0744925288060134,6.842590178673845,J105706.79-664743.8,164.27829,-66.79551,14.29,0.5,,L,0.998,2458161.70727,0.2854,0.0417,-10.794,0.050,2.590,0.049,17.44135,3016.72803,J105706.81-664743.9,1.479,0.173,,,0.535,IX,5238601198986574336,,399568691,11.100,URL,2M,0.01568684115110541,True,2.6420179999999984,False,True,False
4318055360904649344,294.08315716110866,14.398293464472696,50.85415769290686,-3.118467700514851,0.1994808627251961,0.039416265,13.356675,3.9672184,1.1433574,2.1173,-2.2611188109514035,5.060876841709789,J193619.96+142353.8,294.08316,14.39829,14.71,0.47,648.35,SR,0.999,2458018.82355,0.1995,0.0394,-4.442,0.032,-7.430,0.031,10.56066,3885.37646,J193619.96+142353.8,1.582,-0.193,,,1.181,IX,4318055360904649344,,95036733,8.656,URL,2M,0.01592305268670441,True,1.3533250000000017,True,True,True
6027847992755874944,252.5659447069335,-31.261870406558312,351.194423355843,8.46007777033176,0.0894481001529252,0.017444583,13.401631,2.5709105,1.0675944,2.5411,-4.381613396325038,5.1275573714158265,J165015.83-311542.7,252.56595,-31.26187,14.17,0.12,36.602,SR,0.997,2458383.54199,0.0894,0.0174,-4.287,0.021,-8.257,0.016,6.47569,6809.92041,J165015.83-311542.6,1.263,-0.055,,,0.594,IX,6027847992755874944,,191617423,9.303,URL,2M,0.016353956163349448,True,0.7683689999999999,True,True,True
4471300373793789056,270.3558971544597,4.493596367150177,31.243535542817668,13.16852405471609,0.0807143348205912,0.015185856,13.585766,2.8152933,1.1285619,,-1.8794806398578352,5.315099446523871,J180125.42+042937.0,270.3559,4.4936,14.69,0.21,39.988,SR,0.992,2457092.06257,0.0807,0.0152,-3.048,0.017,-3.965,0.016,3.16850,7481.60400,J180125.41+042937.0,1.184,-0.104,,,0.186,IX,4471300373793789056,,382695612,5.001,URL,2M,0.016593225468322845,True,1.104234,True,True,True
5542672857621235200,127.95964579003083,-35.37493316387161,255.27764225913052,2.5134868726181305,0.1397153161497774,0.019277457,14.783435,2.1889906,0.967792,2.1758,-1.6661449109206798,7.247600975054821,J083150.32-352229.7,127.95965,-35.37493,15.58,0.24,44.687,SR,0.877,2457835.61587,0.1397,0.0193,-3.587,0.017,4.255,0.020,4.47859,5890.04736,J083150.32-352229.7,1.123,-0.040,,,0.708,IX,5542672857621235200,,393695715,5.566,URL,2M,0.016806146444705357,True,0.7965649999999993,True,True,True
5947892129972944512,268.3170953978195,-48.269683528428565,343.9620035946309,-11.04298308971623,0.1109315796436501,0.019285,13.943435,1.5676146,1.0183443,0.8018,-1.6330890134994345,5.752220878592175,J175316.10-481610.8,268.3171,-48.26968,14.26,0.18,13.217,ROT,0.486,2458312.70562,0.1109,0.0193,-0.832,0.019,-6.504,0.015,4.53664,6850.92285,J175316.11-481610.8,0.790,-0.135,,,0.143,IX,5947892129972944512,,409651861,6.557,URL,2M,0.016821589472881444,True,0.31656500000000065,True,True,True
5902607712801212288,229.49535487109543,-49.03823667287882,326.149408097522,7.113778053456109,0.403177115243663,0.07643833,12.275183,4.374463,1.307057,,0.30266236563156923,5.274541126731354,J151758.89-490217.7,229.49536,-49.03824,14.71,0.23,265.61,SR,1.000,2458150.80657,0.4032,0.0764,-9.542,0.092,-5.231,0.078,16.08279,3207.13281,J151758.89-490217.5,1.376,-0.110,,,0.410,IX,5902607712801212288,,132241932,10.882,URL,2M,0.01702867077116874,True,2.4348170000000007,False,True,False
4318023436363780864,294.8110936493689,14.495936845809164,51.283510888729054,-3.6865782968903953,0.3812728023200988,0.059245933,12.573706,5.0794888,1.00703,4.1781,-3.6982148677253095,6.435425741714605,J193914.66+142945.4,294.81109,14.49594,15.07,0.28,109.8,SR,1.000,2457902.93459,0.3813,0.0592,-1.627,0.054,-4.895,0.052,9.22115,2651.55615,J193914.67+142945.3,1.538,0.151,,,0.742,IX,4318023436363780864,,73785820,5.158,URL,2M,0.017050616387977505,True,2.4962940000000007,False,True,False
5077117712896687360,41.07706247251857,-24.264645576494573,212.8580198471757,-64.46571465643193,0.630564035218534,0.019271532,13.985191,1.2400866,0.99053246,0.4967,2.487136983728034,32.719974479378905,J024418.49-241552.7,41.07706,-24.26465,14.27,0.25,15.875,ROT,0.998,2458170.52856,0.6306,0.0193,3.051,0.014,0.064,0.020,9.57270,1511.06006,J024418.49-241552.7,0.684,-0.007,37640437,0.979,0.023,V,5077117712896687360,J024418.4-241552,65417138,3.052,URL,2M,0.01787294569818528,True,0.2848089999999992,True,True,True
5096776843362953088,62.680816128998046,-16.779326165646637,210.99521984979552,-42.95201562114277,1.0845860085374577,0.019230926,14.508767,1.0735502,0.9301891,0.0466,4.6384869880770765,56.39801268734838,J041043.40-164645.6,62.68082,-16.77933,14.46,0.23,0.88627,EA,0.979,2457334.77846,1.0846,0.0192,-0.419,0.018,-8.026,0.021,41.78163,911.76544,J041043.40-164645.7,0.516,-0.128,,,0.024,IX,5096776843362953088,,332644220,8.037,URL,2M,0.01919785970735081,True,0.04876699999999978,True,True,True
6027887029756342912,252.0880552435836,-31.210613751656727,350.9736220248155,8.809272977717969,0.3498863650317007,0.059013195,11.4545965,3.876009,1.0206178,,-0.8257684075750831,5.928951398610102,J164821.13-311238.2,252.08806,-31.21061,13.58,0.46,464.85,SR,0.998,2457595.72238,0.3499,0.0590,-1.980,0.086,3.729,0.058,7.39529,2706.12646,J164821.13-311238.2,1.404,0.055,,,0.423,IX,6027887029756342912,,97773882,4.222,URL,2M,0.019921910597215552,True,2.125403500000001,False,True,False
5081912751826042624,56.75651058497294,-26.269764116497267,222.00293599681171,-50.977302024420965,7.75665773905672,0.014223696,12.955694,1.5624456,0.98583436,,7.404067143556887,545.3334870948255,J034701.56-261611.2,56.75651,-26.26977,13.48,0.13,1.2855,ROT,0.999,2457435.59627,7.7567,0.0142,-5.827,0.008,6.130,0.014,311.64271,128.63762,J034701.56-261611.1,0.734,0.009,37651826,1.238,0.015,V,5081912751826042624,J034701.5-261611,325707772,8.457,URL,2M,0.021264625724758596,True,0.524306000000001,True,True,True
4071615218353374720,280.36573461863884,-28.722394401296945,6.000094289588121,-10.671124695053578,0.1905139058106317,0.030506667,12.486253,2.881219,1.0783244,,-1.1141135960989228,6.244992473633115,J184127.78-284320.6,280.36573,-28.72239,14.02,0.42,,L,0.992,2457468.82362,0.1905,0.0305,-0.858,0.034,-9.846,0.026,9.33242,5019.80225,J184127.77-284320.5,1.303,-0.058,,,0.188,IX,4071615218353374720,,153757861,9.883,URL,2M,0.021532931115777084,True,1.533747,True,True,True
5947672880478623232,269.0828068885913,-48.78779564307571,343.74216941248045,-11.735172295952816,0.1831478850100866,0.024502253,12.594196,2.7778292,1.2874839,,-1.0917944609936931,7.474736507295333,J175619.87-484716.0,269.08281,-48.78779,13.55,0.19,408.69,SR,1.000,2457283.56651,0.1831,0.0245,-2.504,0.023,-8.999,0.019,8.15055,5432.24463,J175619.87-484715.9,1.228,-0.101,,,0.125,IX,5947672880478623232,,390088178,9.341,URL,2M,0.021613976086335873,True,0.9558040000000005,True,True,True
5937134469532779648,251.42827620568744,-51.00194553889896,335.47960875349537,-3.5727911845881763,0.2715442796551579,0.04756004,12.604891,3.6193514,1.2112472,,-0.2259057080571285,5.709504862804109,J164542.79-510007.0,251.42828,-51.00194,14.02,0.11,20.616,SR,0.996,2457941.69303,0.2715,0.0476,-4.079,0.054,-7.444,0.039,11.14058,3611.53442,J164542.79-510007.4,1.483,-0.479,,,0.996,IX,5937134469532779648,,46969415,8.488,URL,2M,0.0217139083844182,True,1.4151089999999993,True,True,True
423270233917933824,1.0599279714225938,59.42374548446812,116.95352724078045,-2.899040413962982,0.4118358875739106,0.019276924,14.764175,1.1310043,0.97061116,,2.837795942787219,21.36419106979467,J000414.38+592525.5,1.05992,59.42375,14.8,0.11,0.10352,DSCT,0.996,2457177.08899,0.4118,0.0193,-0.651,0.018,-0.389,0.019,1.62104,2217.50586,J000414.39+592525.4,0.389,-0.025,3290825,0.822,1.070,II,423270233917933824,,347111182,0.758,URL,2M,0.021848342401066298,True,0.035825000000000884,True,True,True
5542834309724925952,125.23403583860816,-36.627094735825,255.01988051386363,-0.0089878452294774,0.6425064994926715,0.010936955,12.70835,0.6557064,0.97516525,,1.74773762639429,58.74637863031086,J082056.17-363737.6,125.23404,-36.6271,12.8,0.05,0.11974,DSCT,0.999,2457720.69759,0.6425,0.0109,-1.571,0.010,1.710,0.012,7.33923,1499.71399,J082056.17-363737.5,0.271,-0.005,,,0.943,IX,5542834309724925952,,183264217,2.322,URL,2M,0.0224430178803905,True,0.09165000000000134,True,True,True
5091346046196399360,64.6730498268833,-21.67289804423324,218.1500291337022,-42.821197913560304,0.662144226028627,0.026913773,15.031332,0.87854195,1.0746251,0.0035,4.132594981535667,24.602430362648413,J041841.53-214022.4,64.67305,-21.67289,15.14,0.36,0.38781,EB,0.986,2457603.86298,0.6621,0.0269,2.972,0.024,7.053,0.028,25.92388,1399.40735,J041841.52-214022.5,0.404,0.005,37678014,0.687,0.032,II,5091346046196399360,,139576488,7.654,URL,2M,0.028965030497611528,True,0.10866799999999976,True,True,True
423928875740155520,15.19241384428068,56.3309829324302,124.23345013420808,-6.517182870427376,0.3651778877682677,0.016993739,13.963533,0.90694046,0.999725,1.0535,0.7225553614120073,21.488966481612298,J010046.18+561951.5,15.1924,56.33098,14.05,0.1,0.15307,DSCT,0.772,2457270.89033,0.3652,0.0170,0.137,0.011,0.193,0.015,0.45099,2487.55298,J010046.17+561951.5,0.374,0.010,3304579,0.768,0.396,IX,423928875740155520,,312855219,0.237,URL,2M,0.029578712128029417,True,0.08646700000000074,True,True,True
